scientificName,PopulationSize.range
Artisornis sousae,50-249
Turdinus calcicola,2500-9999
Rimator naungmungensis,250-2499
Graminicola striatus,1000-2499
Montecincla meridionalis,2500-9999
Montecincla jerdoni,500-2500
Larvivora tanensis,1500-7000
Hylocitrea bonthaina,2500-9999
Hemignathus affinis,1-49
Arremon perijanus,U
Arremon phygas,NA
Myiagra cervinicolor,2500-9999
Mirafra sharpii,1000-2499
Zosterops winifredae,2500-9999
Zosterops silvanus,250-999
Junco insularis,75-249
Rhipidura sauli,2500-9999
Edolisoma insperatum,600-1700
Phyllastrephus viridiceps,2500-9999
Rubigula dispar,U
Cyornis camarinensis,2500-9999
Tyto nigrobrunnea,250-999
Spilornis kinabaluensis,2500-9999
Larvivora ruficeps,1000-2499
Otus mendeni,2500-9999
Acrocephalus paludicola,22000-32000
Nisaetus bartelsi,300-500
Ninox reyi,1000-2499
Ninox ios,2500-9999
Mulleripicus fuliginosus,U
Symposiachrus sacerdotum,2500-9999
Marmaronetta angustirostris,NA
Ficedula bonthaina,2500-9999
Sarcophanops samarensis,2500-9999
Eurostopodus diabolicus,2500-9999
Ciconia stormi,260-330
Ducula carola,2500-9999
Dicrurus menagei,50-249
Columba elphinstonii,2500-9999
Cochoa beccarii,2500-9999
Dasycrotapha speciosa,2500-9999
Columba eversmanni,10000-19999
Chrysocolaptes xanthocephalus,250-999
Caprimulgus concretus,10000-19999
Asarcornis scutulata,250-999
Anas albogularis,250-999
Ramphiculus subgularis,2500-9999
Turnix everetti,2500-9999
Dicaeum haematostictum,6000-15000
Prioniturus luconensis,1000-2499
Sinosuthora zappeyi,2500-9999
Gymnocrex talaudensis,600-1700
Spelaeornis badeigularis,1500-7000
Philemon fuscicapillus,2500-9999
Symposiachrus everetti,600-1700
Geokichla cinerea,6000-15000
Otus sagittatus,2500-9999
Machlolophus nuchalis,2500-9999
Stachyris oglei,2500-9999
Ninox mindorensis,2500-9999
Ninox rumseyi,250-999
Corvus florensis,600-1700
Rimator pasquieri,U
Otus gurneyi,2500-9999
Tanygnathus gramineus,2500-9999
Trochalopteron yersini,2500-9999
Sypheotides indicus,1500
Clanga clanga,3300-8800
Hydrornis baudii,10000-19999
Rhynchopsitta pachyrhyncha,2000-2800
Gymnocrex rosenbergii,2500-9999
Leptoptilos javanicus,5500-10000
Sterna acuticauda,6700-17000
Falco cherrug,12200-29800
Saxicola macrorhynchus,2500-9999
Amazona barbadensis,1700-5600
Geothlypis flavovelata,1500-7000
Culicivora caudacuta,10000-19999
Alectrurus tricolor,6000-15000
Edolisoma nesiotis,180
Conopias cinchoneti,U
Lipaugus uropygialis,600-1700
Carpodectes antoniae,150-700
Clytoctantes atrogularis,2500-9999
Dysithamnus plumbeus,2500-9999
Dysithamnus occidentalis,1500-7000
Grallaria rufocinerea,1500-7000
Grallaria przewalskii,U
Grallaricula cucullata,1500-7000
Eleoscytalopus psychopompus,250-999
Laniarius brauni,250-999
Cinclus schulzii,2000-2700
Sheppardia gabela,10000-19999
Cossypha heinrichi,6000-15000
Copsychus sechellarum,190
Locustella pleskei,2500-9999
Acrocephalus sorghophilus,250-999
Fringilla polatzeki,50-249
Chaetornis striata,2500-9999
Chrysomma altirostre,2500-9999
Laniellus langbianis,1500-7000
Anthus nattereri,6000-15000
Erythrura viridifacies,6000-15000
Acrobatornis fonsecai,2500-9999
Atlapetes melanopsis,1500-7000
Herpsilochmus pileatus,1000-2499
Garrulax konkakinhensis,1000-2499
Formicivora grantsaui,U
Scytalopus perijanus,2500-9999
Calamonastides gracilirostris,10000-19999
Montecincla cachinnans,2500-9999
Carpornis melanocephala,2500-9999
Acrocephalus tangorum,2500-9999
Apalis flavigularis,1500-7000
Laticilla cinerascens,250-2499
Sylvietta chapini,1-49
Xenicus gilviventris,5000
Accipiter gundlachi,700-900
Arborophila orientalis,10000-19999
Perdicula manipurensis,1000-2499
Branta sandvicensis,250-999
Anas wyvilliana,1500
Carpococcyx viridis,50-249
Thryophilus sernai,NA
Catreus wallichii,2000-2700
Tragopan melanocephalus,3300
Perisoreus internigrans,2500-9999
Pitta nympha,1500-7000
Picoides ramsayi,2500-9999
Todiramphus reichenbachii,10000-19999
Cyanolyca mirabilis,1500-7000
Gallinago nemoricola,2500-9999
Liocichla omeiensis,1500-7000
Actenoides excelsus,1000-5760
Hypsipetes siquijorensis,2500-9999
Rhabdotorrhinus exarhatus,U
Rhyticeros cassidix,U
Rhinoptilus bitorquatus,50-249
Lorius garrulus,NA
Phapitreron frontalis,1-49
Charmosyna toxopei,50-249
Oroanassa magnifica,250-999
Gyps tenuirostris,1000-2499
Todiramphus cinnamominus,NA
Rhyticeros subruficollis,1500-7000
Cacatua haematuropygia,430-750
Sarcophanops steerii,2500-9999
Gyps indicus,30000
Spizella wortheni,250-999
Gyps bengalensis,2500-9999
Cryptospiza shelleyi,1000-2499
Sarcogyps calvus,2500-9999
Sylvia nigricapillus,1000-3300
Ptilopachus nahani,NA
Circus maurus,251-999
Ninox spilonotus,250-999
Calendulauda burra,6300
Scepomycter winifredae,330-1000
Otus pauliani,1300
Otus moheliensis,260
Eriocnemis mirabilis,250-999
Synallaxis tithys,2500-9999
Malaconotus alius,2400
Acrocephalus brevipennis,1500-2000
Kupeornis gilberti,6000-15000
Haematopus chathamensis,50-249
Lamprolia klinesmithi,6000-12000
Geothlypis beldingi,1000-2499
Alopecoenas rubescens,50-249
Dendrocitta bayleii,250-999
Branta ruficollis,NA
Dryocopus hodgei,1000-2499
Garrulax bieti,2500-9999
Gracupica jalla,1-49
Gyps coprotheres,9400
Gyps rueppelli,22000
Necrosyrtes monachus,NA
Numenius madagascariensis,NA
Scolopax rochussenii,10000-19999
Ramphiculus meridionalis,2500-9999
Ninox sumbaensis,10000-19999
Trigonoceps occipitalis,2500-9999
Sittiparus owstoni,2900-3600
Xolmis dominicanus,6000-15000
Ducula aurorae,570-1200
Aplonis brunneicapillus,1000-2499
Edolisoma mindanense,2500-9999
Acrocephalus griseldis,1500-7000
Geokichla guttata,1000-2499
Psittrichas fulgidus,20000-49999
Automolus lammi,1000-2499
Hemitriccus kaempferi,6000-12000
Pyrrhura leucotis,2500-9999
Phylloscartes ceciliae,50-249
Notiomystis cincta,3000
Herpsilochmus pectoralis,2500-9999
Lanius meridionalis,744000-1310000
Conothraupis mesoleuca,250-999
Apalis karamojae,6000-15000
Mergus squamatus,2400-4500
Touit huetii,U
Macroagelaius subalaris,600-1700
Neodrepanis hypoxantha,10000-19999
Myrmotherula klagesi,U
Cnipodectes superrufus,2500-9999
Cyclopsitta coxeni,50-249
Anthreptes rubritorques,1500-7000
Heteromirafra ruddi,1700-3300
Amazona vinacea,1000-2499
Amazona auropalliata,NA
Amazona rhodocorytha,2500-9999
Otis tarda,NA
Schistolais leontica,1000-2499
Aplonis santovestris,250-999
Xipholena atropurpurea,2500-9999
Otus capnodes,2300-3600
Certhidea olivacea,U
Hypocnemis ochrogyna,500000-999999
Rowettia goughensis,1000
Lybius leucogaster,1000-2499
Apteryx rowi,350-400
Apteryx mantelli,10000-19999
Pomarea iphis,1000-2499
Amazilia alfaroana,1-49
Poicephalus robustus,730-1200
Eunymphicus uvaeensis,1800
Scytalopus gonzagai,NA
Sporophila beltoni,9000
Nestor notabilis,4000
Emberiza aureola,NA
Sheppardia aurantiithorax,U
Platalea minor,2250
Oxyura maccoa,4900-5700
Larus relictus,10000-19999
Oxyura leucocephala,5300-8700
Thalurania watertonii,1000-2499
Otus nigrorum,1000-2499
Thripophaga amacurensis,NA
Pica asirensis,270
Leiothrix laurinae,U
Sitta ledanti,250-999
Calyptophilus tertius,6700-13300
Dacnis hartlaubi,2500-9999
Dubusia carrikeri,1000-2499
Geospiza septentrionalis,250-999
Icterus oberi,250-460
Molothrus armenti,2500-9999
Poospiza rubecula,150-700
Sporophila iberaensis,250-999
Pyrocephalus nanus,2500-9999
Robsonius rabori,2500-9999
Chasiempis sclateri,NA
Apus acuticauda,250-700
Paraclaravis geoffroyi,50-249
Haliaeetus vociferoides,240
Centropus steerii,50-249
Otus feae,50-249
Aphrastura masafucrae,50-249
Nisaetus floris,100-240
Thryophilus nicefori,30-200
Prioniturus verticalis,50-249
Gallicolumba platenae,50-249
Acrocephalus hiwae,2000-2499
Liocichla bugunorum,50-249
Dendrocopos noguchii,50-249
Acrocephalus rimitarae,600-2600
Rhabdotorrhinus waldeni,1000-2499
Corvus unicolor,50-249
Rhodonessa caryophyllacea,1-49
Alcedo euryzona,50-249
Zosterops chloronothos,191-327
Hemignathus hanapepe,1-49
Psophia obscura,50-249
Oxypogon cyanolaemus,50-249
Amazilia lilliae,50-249
Zosterops rotensis,3750-14000
Crax pinima,1-49
Pauxi unicornis,1000-4999
Psittirostra psittacea,1-49
Charadrius obscurus,60-80
Pareudiastes silvestris,1-49
Pauxi koepckeae,50-249
Symposiachrus boanensis,70-130
Calyptura cristata,1-49
Crax alberti,1000-2499
Turdus helleri,930
Garrulax rufifrons,50-249
Myadestes palmeri,414-580
Synallaxis kollari,1500-7000
Cercomacra carbonaria,6000-15000
Aythya innotata,20-49
Cinclodes aricomae,50-249
Alopecoenas erythropterus,150
Aegotheles savesi,1-49
Pareudiastes pacificus,1-49
Neotis ludwigii,NA
Artisornis moreaui,50-249
Himantopus novaezelandiae,1-49
Pithecophaga jefferyi,180-500
Pedionomus torquatus,250-999
Charmosyna amabilis,1-49
Todiramphus gambieri,100
Eriocnemis isabellae,250-999
Gyps africanus,NA
Apalis fuscigularis,210-430
Crithagra concolor,50-249
Corvus kubaryi,50-249
Strigops habroptila,116
Leucopsar rothschildi,1-49
Psittacus erithacus,NA
Cisticola aberdare,NA
Bugeranus carunculatus,6000-6300
Mesitornis unicolor,2500-9999
Mesitornis variegatus,5300
Circaetus beaudouini,2500-9999
Bycanistes cylindricus,U
Lobotos lobatus,NA
Picathartes gymnocephalus,2500-9999
Melaenornis annamarulae,6000-15000
Malimbus ballmanni,6000-15000
Lophura edwardsi,50-249
Hapalopsittaca fuertesi,50-249
Houbaropsis bengalensis,250-999
Gallicolumba keayi,50-249
Eurostopodus exul,1-49
Sarothrura ayresi,50-249
Geospiza heliobates,40-80
Geospiza pauper,600-1700
Scytalopus robbinsi,1900-5000
Pternistis ochropectus,200-500
Nemosia rourei,30-200
Lophornis brachylophus,250-999
Synallaxis maranonica,6000-15000
Formicivora paludicola,150-700
Loxops ochraceus,1-49
Terenura sicki,50-249
Anas laysanensis,500-680
Grallaria chthonia,1-49
Antilophia bokermanni,150-700
Troglodytes monticola,50-249
Lipaugus weberi,50-249
Cinclodes palliatus,50-249
Merulaxis stresemanni,1-49
Oreomystis bairdi,150-610
Loxops caeruleirostris,310-1000
Telespiza ultima,2400-3600
Ara glaucogularis,50-249
Lathamus discolor,1000-2499
Cyanoramphus malherbi,50-249
Neophema chrysogaster,20-25
Geronticus eremita,200-249
Crithagra ankoberensis,6000-15000
Zosterops albogularis,1-49
Gymnomyza aubryana,50-249
Anthochaera phrygia,350-400
Leptotila wellsi,110
Oriolia bernieri,2500-9999
Alauda razae,250-999
Bubo shelleyi,1500-7000
Heteromirafra archeri,50-249
Nothoprocta taczanowskii,1500-7000
Turdus swalesi,1500-7000
Numenius tenuirostris,1-49
Leucocarbo onslowi,710
Thalasseus bernsteini,30-49
Eupherusa cyanophrys,600-1700
Nothura minor,2500-9999
Biatas nigropectus,2500-9999
Geositta poeciloptera,U
Platyrinchus leucoryphus,2500-9999
Poospiza garleppi,270-2700
Onychorhynchus swainsoni,600-1700
Alopecoenas canifrons,250-999
Celeus obrieni,6000
Chamaetylas choloensis,2500-9999
Ptilinopus huttoni,50-249
Phaethornis aethopygus,U
Scytalopus novacapitalis,U
Belocercus longicaudus,U
Laterallus levraudi,1000-2499
Ara rubrogenys,134-272
Torreornis inexpectata,1000-2499
Ptilinopus chrysogaster,1000-2499
Bostrychia bocagei,50-249
Lanius newtoni,50-249
Pica nutalli,50000-99999
Penelope albipennis,200
Turdus xanthorhynchus,50-249
Otus hartlaubi,250-999
Amaurocichla bocagii,250-999
Columba thomensis,250-999
Oriolus crassirostris,2500-9999
Thalurania ridgwayi,6000-15000
Leucosticte australis,45000
Hesperiphona vespertina,3400000
Touit costaricensis,2500-9999
Trochalopteron ngoclinhense,1000-2499
Ortalis erythroptera,1500-7000
Percnostola arenarum,600-1700
Grallaria alleni,1500-7000
Hemitriccus mirandae,1500-7000
Tachybaptus pelzelnii,1000-2499
Treron sanctithomae,24670-72840
Hypothymis coelestis,1000-2499
Nesoenas mayeri,250-999
Aquila rapax,100000-499999
Ploceus megarhynchus,2500-9999
Corvus pectoralis,2500-9999
Euryceros prevostii,6000-15000
Spelaeornis kinneari,U
Pavo muticus,10000-19999
Henicorhina negreti,2500-9999
Chaetura pelagica,7700000
Foudia aldabrana,2000-6000
Tympanuchus pallidicinctus,NA
Zosterops ficedulinus,250-999
Lonchura oryzivora,1000-2499
Alopecoenas sanctaecrucis,218-1070
Sholicola albiventris,U
Grallaria fenwickorum,50-249
Pternistis atrifrons,1000-2499
Syrmaticus reevesii,2500-9999
Cacatua sulphurea,1000-2499
Anarhynchus frontalis,3000-3300
Pterodroma magentae,80-100
Saxicola insignis,2500-9999
Telespiza cantans,1500-7000
Gubernatrix cristata,1000-2000
Garrulax courtoisi,50-249
Myiagra hebetior,2500-9999
Acridotheres melanopterus,20-49
Cypseloides niger,210000
Leucosticte atrata,10000-19999
Ceyx websteri,2500-9999
Cacatua alba,NA
Amazona viridigenalis,2000-4300
Columba pallidiceps,2500-9999
Henicophaps foersteri,1000-2499
Goura cristata,2500-9999
Grus vipio,3700-4500
Gallirallus australis,71000-118000
Henicopernis infuscatus,6000-15000
Haliaeetus leucoryphus,1000-2499
Accipiter luteoschistaceus,1000-2499
Accipiter brachyurus,1000-2499
Ciconia boyciana,1000-2499
Grallaria gigantea,600-1700
Chlorophoneus kupeensis,50-249
Cistothorus apolinari,600-1700
Anthus spragueii,500000-999999
Amandava formosa,6000-15000
Emberiza jankowskii,250-999
Conirostrum margaritae,U
Bangsia flavovirens,2500-9999
Coryphaspiza melanotis,6000-15000
Hypopyrrhus pyrohypogaster,2500-9999
Guaruba guarouba,6600-13400
Cacatua ophthalmica,10000
Hylopezus auricularis,2500-9999
Myzomela batjanensis,2500-9999
Pipile jacutinga,1500-7000
Ophrysia superciliosa,1-49
Polyplectron napoleonis,NA
Tadorna cristata,1-49
Vini ultramarina,1000-2499
Primolius couloni,9200-46000
Tyto aurantia,2500-9999
Ninox odiosa,10000-19999
Podiceps auritus,NA
Nipponia nippon,330
Myiotheretes pernix,600-1700
Myrmoderus ruficauda,600-1700
Melidectes princeps,2500-9999
Pomarea dimidiata,500
Turdus celaenops,2500-9999
Muscicapa randi,6000-15000
Mimus trifasciatus,250-999
Sitta whiteheadi,3100-4400
Spinus yarrellii,6000-15000
Spinus cucullatus,1500-7000
Sericossypha albocristata,U
Tephrophilus wetmorei,1500-7000
Tangara peruviana,2500-9999
Tangara argyrofenges,U
Sporophila frontalis,2500-9999
Sporophila falcirostris,2500-9999
Leptodon forbesi,250-999
Streptopelia dusumieri,U
Pyrrhura griseipectus,250-999
Passer italiae,4300000-7300000
Bucorvus abyssinicus,U
Dreptes thomensis,250-999
Rhabdotorrhinus corrugatus,U
Athene blewitti,250-999
Puffinus bryani,50-249
Berenicornis comatus,U
Anser erythropus,16000-27000
Mitu mitu,NA
Anthracoceros malayanus,U
Pterodroma sandwichensis,7500-16600
Diomedea amsterdamensis,92
Rhyticeros undulatus,U
Rheinardia ocellata,6000-15000
Hydrobates leucorhous,6700000-8300000
Carpococcyx renauldi,U
Hydrobates cheimomnestes,2500-9999
Hydrobates socorroensis,2500-9999
Puffinus myrtae,50-249
Pycnonotus zeylanicus,600-1700
Tachyeres leucocephalus,3400-3700
Polysticta stelleri,NA
Clangula hyemalis,NA
Saundersilarus saundersi,14400
Larus fuliginosus,600-800
Rissa brevirostris,100000-499999
Sternula nereis,2500-9999
Sternula balaenarum,2002-5370
Synthliboramphus wumizusume,5200-9400
Fratercula arctica,12000000-14000000
Morus capensis,246000
Phalacrocorax neglectus,5000
Phalacrocorax capensis,234000
Phalacrocorax featherstoni,868
Fregata aquila,17000-21000
Fregata andrewsi,2400-4800
Eudyptes robustus,63000
Pseudobulweria aterrima,100-200
Pseudobulweria becki,50-249
Pseudobulweria macgillivrayi,1-49
Pterodroma axillaris,1100
Pterodroma cervicalis,100000
Pterodroma leucoptera,2000-14000
Pterodroma cookii,670000
Pterodroma pycrofti,12000-22000
Pterodroma brevipes,670-6700
Pterodroma defilippiana,5554
Pterodroma alba,20000
Pterodroma arminjoniana,2260
Pterodroma phaeopygia,6000-15000
Pterodroma externa,NA
Pterodroma baraui,30000-40000
Pterodroma madeira,160
Pterodroma cahow,196
Pterodroma hasitata,1000-2000
Pterodroma caribbaea,1-49
Procellaria aequinoctialis,3000000
Procellaria parkinsoni,5500
Procellaria westlandica,7900-13700
Ardenna bulleri,NA
Ardenna creatopus,59146
Puffinus yelkouan,NA
Puffinus auricularis,250-999
Puffinus bannermani,U
Puffinus heinrothi,250-999
Diomedea exulans,20100
Diomedea epomophora,27200
Phoebastria irrorata,NA
Phoebastria albatrus,1734
Thalassarche salvini,79990
Thalassarche eremita,11000
Thalassarche chrysostoma,250000
Thalassarche chlororhynchos,35000-73500
Phoebetria fusca,21234-28656
Nesofregetta fuliginosa,250-999
Hydrobates macrodactylus,1-49
Hydrobates matsudairae,NA
Hydrobates homochroa,3500-6700
Diomedea antipodensis,50000
Diomedea sanfordi,17000
Thalassarche impavida,43296
Diomedea dabbenena,3400-4800
Thalassarche carteri,82000
Puffinus mauretanicus,19000
Procellaria conspicillata,20000
Pterodroma atrata,NA
Fregetta maoriana,1-49
Hydrobates monteiroi,250-999
Pterodroma deserta,250-999
Synthliboramphus hypoleucus,5000
Pachyptila macgillivrayi,100000-1000000
Nannopterum harrisi,NA
Leucocarbo carunculatus,250-999
Leucocarbo chalconotus,3300-5300
Leucocarbo colensoi,3000
Leucocarbo campbelli,NA
Leucocarbo ranfurlyi,874-975
Balaeniceps rex,3300-5300
Leucogeranus leucogeranus,NA
Ardeotis nigriceps,50-249
Pseudibis davisoni,670
Ceyx sangirensis,1-249
Otus siaoensis,1-49
Thaumatibis gigantea,194
Ardea insignis,50-249
Calidris pygmaea,240-456
Dicaeum quadricolor,60-70
Acridotheres tertius,50-249
Acridotheres tricolor,50-249
Oriolus isabellae,50-249
Cissa thalassina,50-249
Coracornis sanghirensis,50-249
Eutrichomyias rowleyi,21-100
Hypsipetes platenae,30-150
Zosterops nehrkorni,1-49
Gracula venerata,2500-9999
Diglossa venezuelensis,670-11000
Tinamus tao,100000-499999
Tinamus osgoodi,1900-4400
Penelope ortoni,7000-21000
Myrmotherula snowi,1-49
Taoniscus nanus,2500-9999
Mergus octosetaceus,50-249
Podiceps gallardoi,650-800
Columbina cyanopis,50-249
Calamonastides bensoni,2500-9999
Vireo caribaeus,2500-9999
Todiramphus godeffroyi,350
Acrocephalus aequinoctialis,2500-9999
Phylloscopus hainanus,1500-7000
Poodytes albolimbatus,1500-7000
Sclerurus cearensis,U
Zosterops modestus,"220-270, 250"
Aquila adalberti,970
Pyrrhula waterstradti,2500-9999
Thripophaga cherriei,250-999
Ploceus burnieri,2500-9999
Megalurulus grosvenori,250-999
Pterodroma longirostris,262000
Pterodroma solandri,64000-64200
Pterodroma incerta,1800000
Puffinus huttoni,NA
Puffinus newelli,10000-19999
Papasula abbotti,6000
Cyanopsitta spixii,0
Xanthopsar flavus,1500-7000
Psarocolius cassini,600-1700
Eleothreptus candicans,600-1700
Alexandrinus eques,400-450
Laterallus jamaicensis,28000-92000
Cranioleuca henricae,1500
Pachyramphus spodiurus,1000-2499
Streptopelia turtur,12800000-47600000
Anodorhynchus glaucus,0-20
Aythya baeri,150-700
Acrocephalus longirostris,1-49
Amazona imperialis,1-49
Anthocephala floriceps,500-2500
Neophron percnopterus,12000-38000
Atlapetes blancae,1-49
Eclectus riedeli,6600-10000
Eclectus cornelia,1000-2499
Zosterops melanurus,U
Pelecanoides whenuahouensis,200
Myadestes lanaiensis,0-49
Megascops gilesi,2300-7500
Numenius borealis,0-49
Columba argentina,1-49
Spizocorys fringillaris,1000-2499
Acrocephalus taiti,7200
Anthropoides paradiseus,17000
Apteryx australis,19900
Aulacorhynchus huallagae,600-1500
Chlamydotis macqueenii,33000-67000
Falco concolor,2800-4000
Hemimacronyx chloris,424-1210
Odontophorus strophium,2500-9999
Pezoporus occidentalis,50-249
Pomarea whitneyi,33
Psittacus timneh,100000-499999
Aquila heliaca,2500-9999
Scytalopus rodriguezi,1500-7000
Spelaeornis longicaudatus,2500-9999
Sporophila maximiliani,1000-2499
Aythya ferina,NA
Stachyris nonggangensis,2500-9999
Calidris tenuirostris,NA
Turnix hottentottus,250-999
Xenopirostris damii,1500-7000
Phalacrocorax nigrogularis,220000
Torgos tracheliotos,5700
Vanellus gregarius,11200
Hirundo atrocaerulea,1000-2499
Rissa tridactyla,NA
Serinus syriacus,2500-9999
Sporophila cinnamomea,2500-9999
Sporophila palustris,600-1700
Sternula lorata,600-1700
Turdus feae,2500-9999
Pyrrhura chapmani,8000-14000
Cotinga maculata,50-249
Glaucidium mooreorum,0-49
Myioborus pariae,1500-7000
Megapodius pritchardii,250-999
Macgregoria pulchra,2500-9999
Loriculus flosculus,2500-9999
Callaeas cinereus,0-49
Megapodius tenimberensis,670-6700
Vanellus macropterus,0-49
Psittiparus margaritae,U
Hypotaenidia owstoni,1-49
Charmosyna diadema,0-49
Rhynochetos jubatus,250-999
Chloropsis cochinchinensis,NA
Didunculus strigirostris,50-249
Chloropsis sonnerati,U
Zosterops flavus,U
Chloropsis media,U
Hydrornis gurneyi,1000-2500
Petroica multicolor,250-999
Pomarea mira,1-49
Eudyptes sclateri,150000
Xenospiza baileyi,1300-9999
Centrocercus minimus,1770-8400
Setophaga flavescens,500-1200
Tangara cabanisi,6000-17000
Gorsachius goisagi,5000-9999
Calliope obscura,2500-9999
Spelaeornis chocolatinus,2500-9999
Spheniscus demersus,41700
Terpsiphone corvina,350-506
Amazilia boucardi,1500-7000
Porphyrio hochstetteri,50-249
Anas nesiotis,U
Acrocephalus caffer,250-999
Alopecoenas kubaryi,200-500
Aglaeactis aliciae,1000-2499
