assessmentId,internalTaxonId,scientificName,code,name,note,redlistCategory
141789456,39389,Anoxypristis cuspidata,1.2,Resource & habitat protection,NA,Endangered
141789456,39389,Anoxypristis cuspidata,5.1.2,Legislation,NA,Endangered
141789456,39389,Anoxypristis cuspidata,4.3,Awareness & communications,NA,Endangered
141789456,39389,Anoxypristis cuspidata,4.2,Training,NA,Endangered
141789456,39389,Anoxypristis cuspidata,1.1,Site/area protection,NA,Endangered
141789456,39389,Anoxypristis cuspidata,3.1.2,Species management,NA,Endangered
141789456,39389,Anoxypristis cuspidata,3.1.1,Species management,NA,Endangered
141790455,39390,Pristis clavata,5.4.3,Compliance and enforcement,NA,Endangered
141790455,39390,Pristis clavata,5.4.2,Compliance and enforcement,NA,Endangered
141790455,39390,Pristis clavata,5.4.1,Compliance and enforcement,NA,Endangered
141790455,39390,Pristis clavata,1.2,Resource & habitat protection,NA,Endangered
141790455,39390,Pristis clavata,5.1.2,Legislation,NA,Endangered
141790455,39390,Pristis clavata,4.3,Awareness & communications,NA,Endangered
141790455,39390,Pristis clavata,4.2,Training,NA,Endangered
141790455,39390,Pristis clavata,1.1,Site/area protection,NA,Endangered
141790455,39390,Pristis clavata,3.1.2,Species management,NA,Endangered
141791261,18175,Pristis pectinata,2.3,Habitat & natural process restoration,NA,Critically Endangered
141791261,18175,Pristis pectinata,3.1.1,Species management,NA,Critically Endangered
141791261,18175,Pristis pectinata,3.1.2,Species management,NA,Critically Endangered
141791261,18175,Pristis pectinata,1.1,Site/area protection,NA,Critically Endangered
141791261,18175,Pristis pectinata,4.2,Training,NA,Critically Endangered
141791261,18175,Pristis pectinata,4.3,Awareness & communications,NA,Critically Endangered
141791261,18175,Pristis pectinata,5.1.2,Legislation,NA,Critically Endangered
141791261,18175,Pristis pectinata,5.1.3,Legislation,NA,Critically Endangered
141791261,18175,Pristis pectinata,1.2,Resource & habitat protection,NA,Critically Endangered
141791261,18175,Pristis pectinata,5.4.1,Compliance and enforcement,NA,Critically Endangered
141791261,18175,Pristis pectinata,5.4.2,Compliance and enforcement,NA,Critically Endangered
141791261,18175,Pristis pectinata,5.4.3,Compliance and enforcement,NA,Critically Endangered
141791261,18175,Pristis pectinata,6.1,Linked enterprises & livelihood alternatives,NA,Critically Endangered
141792003,39393,Pristis zijsron,6.1,Linked enterprises & livelihood alternatives,NA,Critically Endangered
141792003,39393,Pristis zijsron,5.4.3,Compliance and enforcement,NA,Critically Endangered
141792003,39393,Pristis zijsron,5.4.2,Compliance and enforcement,NA,Critically Endangered
141792003,39393,Pristis zijsron,5.4.1,Compliance and enforcement,NA,Critically Endangered
141792003,39393,Pristis zijsron,1.2,Resource & habitat protection,NA,Critically Endangered
141792003,39393,Pristis zijsron,5.1.2,Legislation,NA,Critically Endangered
141792003,39393,Pristis zijsron,4.3,Awareness & communications,NA,Critically Endangered
141792003,39393,Pristis zijsron,4.2,Training,NA,Critically Endangered
141792003,39393,Pristis zijsron,1.1,Site/area protection,NA,Critically Endangered
141792003,39393,Pristis zijsron,3.1.2,Species management,NA,Critically Endangered
141792003,39393,Pristis zijsron,3.1.1,Species management,NA,Critically Endangered
143160628,9676,Hapalemur alaotrensis,2.1,Site/area management,NA,Critically Endangered
143160628,9676,Hapalemur alaotrensis,1.1,Site/area protection,NA,Critically Endangered
143160628,9676,Hapalemur alaotrensis,3.1.1,Species management,NA,Critically Endangered
143640471,16668,Peromyscus interparietalis,2.2,Invasive/problematic species control,NA,Critically Endangered
143640471,16668,Peromyscus interparietalis,1.1,Site/area protection,NA,Critically Endangered
143642485,16687,Peromyscus pseudocrinitus,2.2,Invasive/problematic species control,NA,Critically Endangered
143642485,16687,Peromyscus pseudocrinitus,1.1,Site/area protection,NA,Critically Endangered
143643850,16690,Peromyscus slevini,2.2,Invasive/problematic species control,NA,Critically Endangered
143643850,16690,Peromyscus slevini,1.1,Site/area protection,NA,Critically Endangered
143832449,187944,Tenualosa toli,3.4.1,Ex-situ conservation,NA,Vulnerable
143832449,187944,Tenualosa toli,3.1.1,Species management,NA,Vulnerable
143832449,187944,Tenualosa toli,5.4.2,Compliance and enforcement,NA,Vulnerable
143832449,187944,Tenualosa toli,5.2,Policies and regulations,NA,Vulnerable
143832449,187944,Tenualosa toli,1.2,Resource & habitat protection,NA,Vulnerable
143832449,187944,Tenualosa toli,3.2,Species recovery,NA,Vulnerable
143836802,91349787,Clupeichthys bleekeri,1.2,Resource & habitat protection,NA,Vulnerable
143838405,98471256,Clupeoides venulosus,1.2,Resource & habitat protection,NA,Vulnerable
143838405,98471256,Clupeoides venulosus,2.3,Habitat & natural process restoration,NA,Vulnerable
143838562,98471289,Clupeonella engrauliformis,5.1.1,Legislation,NA,Endangered
143838562,98471289,Clupeonella engrauliformis,5.1.2,Legislation,NA,Endangered
143838562,98471289,Clupeonella engrauliformis,5.4.2,Compliance and enforcement,NA,Endangered
143838562,98471289,Clupeonella engrauliformis,3.2,Species recovery,NA,Endangered
143838562,98471289,Clupeonella engrauliformis,5.4.1,Compliance and enforcement,NA,Endangered
143838562,98471289,Clupeonella engrauliformis,3.1.1,Species management,NA,Endangered
143838562,98471289,Clupeonella engrauliformis,5.2,Policies and regulations,NA,Endangered
143838795,98471433,Clupeonella grimmi,3.2,Species recovery,NA,Endangered
143838795,98471433,Clupeonella grimmi,5.1.2,Legislation,NA,Endangered
143838795,98471433,Clupeonella grimmi,5.2,Policies and regulations,NA,Endangered
143838795,98471433,Clupeonella grimmi,2.2,Invasive/problematic species control,NA,Endangered
143838795,98471433,Clupeonella grimmi,5.1.1,Legislation,NA,Endangered
143838795,98471433,Clupeonella grimmi,5.4.2,Compliance and enforcement,NA,Endangered
143838795,98471433,Clupeonella grimmi,3.1.1,Species management,NA,Endangered
143838795,98471433,Clupeonella grimmi,5.4.1,Compliance and enforcement,NA,Endangered
143839033,98471539,Clupeonella muhlisi,1.2,Resource & habitat protection,NA,Endangered
143839946,98836352,Sardinella tawilis,2.1,Site/area management,NA,Endangered
143839946,98836352,Sardinella tawilis,3.1.1,Species management,NA,Endangered
143840543,98894402,Coilia mystus,2.3,Habitat & natural process restoration,NA,Endangered
143840543,98894402,Coilia mystus,3.1.1,Species management,NA,Endangered
143840780,98895427,Coilia nasus,3.1.1,Species management,NA,Endangered
143840780,98895427,Coilia nasus,2.3,Habitat & natural process restoration,NA,Endangered
143842760,99086401,Thryssa rastrosa,1.1,Site/area protection,NA,Endangered
143842760,99086401,Thryssa rastrosa,2.2,Invasive/problematic species control,NA,Endangered
143863981,196674,Neoopisthopterus cubanus,1.2,Resource & habitat protection,NA,Vulnerable
143863981,196674,Neoopisthopterus cubanus,1.1,Site/area protection,NA,Vulnerable
145206345,195409,Epinephelus itajara,3.1.1,Species management,NA,Vulnerable
503908,11797,Lepus castroviejoi,5.1.2,Legislation,NA,Vulnerable
503908,11797,Lepus castroviejoi,5.1.1,Legislation,NA,Vulnerable
503908,11797,Lepus castroviejoi,5.4.2,Compliance and enforcement,NA,Vulnerable
503908,11797,Lepus castroviejoi,2.1,Site/area management,NA,Vulnerable
503908,11797,Lepus castroviejoi,2.2,Invasive/problematic species control,NA,Vulnerable
503908,11797,Lepus castroviejoi,2.3,Habitat & natural process restoration,NA,Vulnerable
503908,11797,Lepus castroviejoi,3.1.1,Species management,NA,Vulnerable
2952954,41305,Lepus corsicanus,4.2,Training,NA,Vulnerable
2952954,41305,Lepus corsicanus,4.3,Awareness & communications,NA,Vulnerable
2952954,41305,Lepus corsicanus,3.4.1,Ex-situ conservation,NA,Vulnerable
2952954,41305,Lepus corsicanus,3.3.1,Species re-introduction,NA,Vulnerable
2952954,41305,Lepus corsicanus,5.4.3,Compliance and enforcement,NA,Vulnerable
2952954,41305,Lepus corsicanus,5.1.1,Legislation,NA,Vulnerable
2952954,41305,Lepus corsicanus,3.2,Species recovery,NA,Vulnerable
2952954,41305,Lepus corsicanus,1.2,Resource & habitat protection,NA,Vulnerable
2952954,41305,Lepus corsicanus,1.1,Site/area protection,NA,Vulnerable
2952954,41305,Lepus corsicanus,3.1.1,Species management,NA,Vulnerable
2952954,41305,Lepus corsicanus,2.1,Site/area management,NA,Vulnerable
3057966,57330,Telmatobius ceiorum,2.2,Invasive/problematic species control,NA,Critically Endangered
3057966,57330,Telmatobius ceiorum,4.3,Awareness & communications,NA,Critically Endangered
3057966,57330,Telmatobius ceiorum,1.1,Site/area protection,NA,Critically Endangered
3059021,57347,Telmatobius laticeps,2.2,Invasive/problematic species control,NA,Critically Endangered
3059021,57347,Telmatobius laticeps,1.2,Resource & habitat protection,NA,Critically Endangered
3059021,57347,Telmatobius laticeps,4.3,Awareness & communications,NA,Critically Endangered
3059021,57347,Telmatobius laticeps,1.1,Site/area protection,NA,Critically Endangered
16925972,54899,Wolterstorffina parvipalmata,2.1,Site/area management,NA,Critically Endangered
16925972,54899,Wolterstorffina parvipalmata,1.2,Resource & habitat protection,NA,Critically Endangered
16925972,54899,Wolterstorffina parvipalmata,1.1,Site/area protection,NA,Critically Endangered
16925972,54899,Wolterstorffina parvipalmata,4.2,Training,NA,Critically Endangered
16925972,54899,Wolterstorffina parvipalmata,3.4.1,Ex-situ conservation,NA,Critically Endangered
16927723,178176,Morerella cyanophthalma,2.1,Site/area management,NA,Vulnerable
16927723,178176,Morerella cyanophthalma,1.1,Site/area protection,NA,Vulnerable
17922228,1807,Aotus griseimembra,4.3,Awareness & communications,NA,Vulnerable
17922228,1807,Aotus griseimembra,2.1,Site/area management,NA,Vulnerable
17922228,1807,Aotus griseimembra,3.4.1,Ex-situ conservation,NA,Vulnerable
17924112,39924,Lagothrix flavicauda,4.1,Formal education,NA,Critically Endangered
17924112,39924,Lagothrix flavicauda,1.2,Resource & habitat protection,NA,Critically Endangered
17924112,39924,Lagothrix flavicauda,1.1,Site/area protection,NA,Critically Endangered
17924112,39924,Lagothrix flavicauda,3.1.1,Species management,NA,Critically Endangered
17924112,39924,Lagothrix flavicauda,2.1,Site/area management,NA,Critically Endangered
17924112,39924,Lagothrix flavicauda,4.3,Awareness & communications,NA,Critically Endangered
17927228,2993,Brachyteles arachnoides,2.1,Site/area management,NA,Critically Endangered
17927228,2993,Brachyteles arachnoides,2.3,Habitat & natural process restoration,NA,Critically Endangered
17927228,2993,Brachyteles arachnoides,3.4.1,Ex-situ conservation,NA,Critically Endangered
17927228,2993,Brachyteles arachnoides,3.1.1,Species management,NA,Critically Endangered
17927228,2993,Brachyteles arachnoides,1.1,Site/area protection,NA,Critically Endangered
17927482,2994,Brachyteles hypoxanthus,1.1,Site/area protection,NA,Critically Endangered
17927482,2994,Brachyteles hypoxanthus,2.1,Site/area management,NA,Critically Endangered
17927482,2994,Brachyteles hypoxanthus,2.3,Habitat & natural process restoration,NA,Critically Endangered
17927482,2994,Brachyteles hypoxanthus,4.3,Awareness & communications,NA,Critically Endangered
17927482,2994,Brachyteles hypoxanthus,3.4.1,Ex-situ conservation,NA,Critically Endangered
17927482,2994,Brachyteles hypoxanthus,3.2,Species recovery,NA,Critically Endangered
17928557,2276,Ateles belzebuth,3.1.1,Species management,NA,Endangered
17928557,2276,Ateles belzebuth,2.1,Site/area management,NA,Endangered
17928557,2276,Ateles belzebuth,4.3,Awareness & communications,NA,Endangered
17929494,2283,Ateles paniscus,2.1,Site/area management,NA,Vulnerable
17929494,2283,Ateles paniscus,3.1.1,Species management,NA,Vulnerable
17929907,2282,Ateles marginatus,3.1.1,Species management,NA,Endangered
17929907,2282,Ateles marginatus,1.1,Site/area protection,NA,Endangered
17929907,2282,Ateles marginatus,2.1,Site/area management,NA,Endangered
18363260,54429,Leptodactylodon blanci,1.2,Resource & habitat protection,NA,Endangered
18363260,54429,Leptodactylodon blanci,1.1,Site/area protection,NA,Endangered
18394420,58125,Phrynobatrachus manengoubensis,1.2,Resource & habitat protection,NA,Critically Endangered
18394420,58125,Phrynobatrachus manengoubensis,1.1,Site/area protection,NA,Critically Endangered
18394420,58125,Phrynobatrachus manengoubensis,3.4.1,Ex-situ conservation,NA,Critically Endangered
21948035,20295,Sminthopsis butleri,2.2,Invasive/problematic species control,NA,Vulnerable
21948035,20295,Sminthopsis butleri,3.2,Species recovery,NA,Vulnerable
21948035,20295,Sminthopsis butleri,2.1,Site/area management,NA,Vulnerable
21948035,20295,Sminthopsis butleri,4.3,Awareness & communications,NA,Vulnerable
22338391,14486,Nelsonia goldmani,1.1,Site/area protection,NA,Endangered
22353461,12942,Megadontomys thomasi,1.2,Resource & habitat protection,NA,Endangered
22353461,12942,Megadontomys thomasi,1.1,Site/area protection,NA,Endangered
22363628,16683,Peromyscus ochraventer,2.1,Site/area management,NA,Endangered
22365437,21783,Thomasomys monochromos,2.1,Site/area management,NA,Vulnerable
45177499,11792,Lepus callotis,2.3,Habitat & natural process restoration,NA,Vulnerable
45177499,11792,Lepus callotis,2.1,Site/area management,NA,Vulnerable
45180356,19742,Romerolagus diazi,2.1,Site/area management,NA,Endangered
45180356,19742,Romerolagus diazi,5.4.2,Compliance and enforcement,NA,Endangered
45180356,19742,Romerolagus diazi,3.4.2,Ex-situ conservation,NA,Endangered
45180356,19742,Romerolagus diazi,3.4.1,Ex-situ conservation,NA,Endangered
45180356,19742,Romerolagus diazi,4.3,Awareness & communications,NA,Endangered
45180356,19742,Romerolagus diazi,3.2,Species recovery,NA,Endangered
45180356,19742,Romerolagus diazi,4.2,Training,NA,Endangered
45180356,19742,Romerolagus diazi,3.3.1,Species re-introduction,NA,Endangered
45180356,19742,Romerolagus diazi,4.1,Formal education,NA,Endangered
45180356,19742,Romerolagus diazi,1.2,Resource & habitat protection,NA,Endangered
45180356,19742,Romerolagus diazi,2.3,Habitat & natural process restoration,NA,Endangered
45180356,19742,Romerolagus diazi,1.1,Site/area protection,NA,Endangered
45181534,21212,Sylvilagus transitionalis,1.1,Site/area protection,NA,Vulnerable
45181534,21212,Sylvilagus transitionalis,5.1.3,Legislation,NA,Vulnerable
45181534,21212,Sylvilagus transitionalis,1.2,Resource & habitat protection,NA,Vulnerable
45181534,21212,Sylvilagus transitionalis,3.2,Species recovery,NA,Vulnerable
45181534,21212,Sylvilagus transitionalis,4.1,Formal education,NA,Vulnerable
45181534,21212,Sylvilagus transitionalis,5.4.3,Compliance and enforcement,NA,Vulnerable
45181534,21212,Sylvilagus transitionalis,3.3.1,Species re-introduction,NA,Vulnerable
45181534,21212,Sylvilagus transitionalis,4.3,Awareness & communications,NA,Vulnerable
45181534,21212,Sylvilagus transitionalis,3.4.1,Ex-situ conservation,NA,Vulnerable
45181534,21212,Sylvilagus transitionalis,2.1,Site/area management,NA,Vulnerable
45181534,21212,Sylvilagus transitionalis,2.3,Habitat & natural process restoration,NA,Vulnerable
49339943,54461,Rhaebo atelopoides,2.1,Site/area management,NA,Critically Endangered
49363441,54918,Centrolene huilense,2.1,Site/area management,NA,Endangered
49363441,54918,Centrolene huilense,1.2,Resource & habitat protection,NA,Endangered
49363441,54918,Centrolene huilense,1.1,Site/area protection,NA,Endangered
49364088,54926,Centrolene medemi,3.4.1,Ex-situ conservation,NA,Endangered
49364088,54926,Centrolene medemi,1.1,Site/area protection,NA,Endangered
49364088,54926,Centrolene medemi,1.2,Resource & habitat protection,NA,Endangered
49364088,54926,Centrolene medemi,2.1,Site/area management,NA,Endangered
49367566,54993,Centrolene solitaria,1.2,Resource & habitat protection,NA,Endangered
49367566,54993,Centrolene solitaria,1.1,Site/area protection,NA,Endangered
